Entity,Code,Date,Total confirmed cases of COVID-19 (cases),Days since the total confirmed cases of COVID-19 reached 100
Saint Lucia,LCA,"Mar 21, 2020",2,
Saint Lucia,LCA,"Mar 22, 2020",2,
Saint Lucia,LCA,"Mar 23, 2020",2,
Saint Lucia,LCA,"Mar 24, 2020",2,
Saint Lucia,LCA,"Mar 25, 2020",2,
Saint Lucia,LCA,"Mar 26, 2020",3,
Saint Lucia,LCA,"Mar 27, 2020",3,
Saint Vincent and the Grenadines,VCT,"Mar 13, 2020",1,
Saint Vincent and the Grenadines,VCT,"Mar 25, 2020",1,
Saint Vincent and the Grenadines,VCT,"Mar 26, 2020",1,
Saint Vincent and the Grenadines,VCT,"Mar 27, 2020",1,
San Marino,SMR,"Dec 31, 2019",0,
San Marino,SMR,"Jan 1, 2020",0,
San Marino,SMR,"Jan 2, 2020",0,
San Marino,SMR,"Jan 3, 2020",0,
San Marino,SMR,"Jan 4, 2020",0,
San Marino,SMR,"Jan 5, 2020",0,
San Marino,SMR,"Jan 6, 2020",0,
San Marino,SMR,"Jan 7, 2020",0,
San Marino,SMR,"Jan 8, 2020",0,
San Marino,SMR,"Jan 9, 2020",0,
San Marino,SMR,"Jan 10, 2020",0,
San Marino,SMR,"Jan 11, 2020",0,
San Marino,SMR,"Jan 12, 2020",0,
San Marino,SMR,"Jan 13, 2020",0,
San Marino,SMR,"Jan 14, 2020",0,
San Marino,SMR,"Jan 15, 2020",0,
San Marino,SMR,"Jan 16, 2020",0,
San Marino,SMR,"Jan 17, 2020",0,
San Marino,SMR,"Jan 18, 2020",0,
San Marino,SMR,"Jan 19, 2020",0,
San Marino,SMR,"Jan 20, 2020",0,
San Marino,SMR,"Jan 21, 2020",0,
San Marino,SMR,"Jan 22, 2020",0,
San Marino,SMR,"Jan 23, 2020",0,
San Marino,SMR,"Jan 24, 2020",0,
San Marino,SMR,"Jan 25, 2020",0,
San Marino,SMR,"Jan 26, 2020",0,
San Marino,SMR,"Jan 27, 2020",0,
San Marino,SMR,"Jan 28, 2020",0,
San Marino,SMR,"Jan 29, 2020",0,
San Marino,SMR,"Jan 30, 2020",0,
San Marino,SMR,"Jan 31, 2020",0,
San Marino,SMR,"Feb 1, 2020",0,
San Marino,SMR,"Feb 2, 2020",0,
San Marino,SMR,"Feb 3, 2020",0,
San Marino,SMR,"Feb 4, 2020",0,
San Marino,SMR,"Feb 5, 2020",0,
San Marino,SMR,"Feb 6, 2020",0,
San Marino,SMR,"Feb 7, 2020",0,
San Marino,SMR,"Feb 8, 2020",0,
San Marino,SMR,"Feb 9, 2020",0,
San Marino,SMR,"Feb 10, 2020",0,
San Marino,SMR,"Feb 11, 2020",0,
San Marino,SMR,"Feb 12, 2020",0,
San Marino,SMR,"Feb 13, 2020",0,
San Marino,SMR,"Feb 14, 2020",0,
San Marino,SMR,"Feb 15, 2020",0,
San Marino,SMR,"Feb 16, 2020",0,
San Marino,SMR,"Feb 17, 2020",0,
San Marino,SMR,"Feb 18, 2020",0,
San Marino,SMR,"Feb 19, 2020",0,
San Marino,SMR,"Feb 20, 2020",0,
San Marino,SMR,"Feb 21, 2020",0,
San Marino,SMR,"Feb 22, 2020",0,
San Marino,SMR,"Feb 23, 2020",0,
San Marino,SMR,"Feb 24, 2020",0,
San Marino,SMR,"Feb 25, 2020",0,
San Marino,SMR,"Feb 26, 2020",0,
San Marino,SMR,"Feb 27, 2020",0,
San Marino,SMR,"Feb 28, 2020",1,
San Marino,SMR,"Feb 29, 2020",1,
San Marino,SMR,"Mar 1, 2020",1,
San Marino,SMR,"Mar 2, 2020",8,
San Marino,SMR,"Mar 4, 2020",10,
San Marino,SMR,"Mar 5, 2020",15,
San Marino,SMR,"Mar 6, 2020",22,
San Marino,SMR,"Mar 7, 2020",23,
San Marino,SMR,"Mar 8, 2020",26,
San Marino,SMR,"Mar 9, 2020",37,
San Marino,SMR,"Mar 10, 2020",49,
San Marino,SMR,"Mar 11, 2020",62,
San Marino,SMR,"Mar 12, 2020",66,
San Marino,SMR,"Mar 13, 2020",67,
San Marino,SMR,"Mar 14, 2020",73,
San Marino,SMR,"Mar 15, 2020",92,
San Marino,SMR,"Mar 16, 2020",98,
San Marino,SMR,"Mar 17, 2020",102,0
San Marino,SMR,"Mar 18, 2020",104,1
San Marino,SMR,"Mar 19, 2020",109,2
San Marino,SMR,"Mar 20, 2020",126,3
San Marino,SMR,"Mar 21, 2020",151,4
San Marino,SMR,"Mar 22, 2020",151,5
San Marino,SMR,"Mar 23, 2020",151,6
San Marino,SMR,"Mar 24, 2020",187,7
San Marino,SMR,"Mar 25, 2020",187,8
San Marino,SMR,"Mar 26, 2020",208,9
San Marino,SMR,"Mar 27, 2020",218,10
Saudi Arabia,SAU,"Mar 3, 2020",1,
Saudi Arabia,SAU,"Mar 6, 2020",5,
Saudi Arabia,SAU,"Mar 8, 2020",7,
Saudi Arabia,SAU,"Mar 9, 2020",11,
Saudi Arabia,SAU,"Mar 10, 2020",15,
Saudi Arabia,SAU,"Mar 11, 2020",20,
Saudi Arabia,SAU,"Mar 12, 2020",45,
Saudi Arabia,SAU,"Mar 13, 2020",62,
Saudi Arabia,SAU,"Mar 14, 2020",86,
Saudi Arabia,SAU,"Mar 15, 2020",86,
Saudi Arabia,SAU,"Mar 16, 2020",118,0
Saudi Arabia,SAU,"Mar 17, 2020",133,1
Saudi Arabia,SAU,"Mar 18, 2020",133,2
Saudi Arabia,SAU,"Mar 19, 2020",171,3
Saudi Arabia,SAU,"Mar 20, 2020",238,4
Saudi Arabia,SAU,"Mar 21, 2020",274,5
Saudi Arabia,SAU,"Mar 22, 2020",392,6
Saudi Arabia,SAU,"Mar 23, 2020",511,7
Saudi Arabia,SAU,"Mar 24, 2020",562,8
Saudi Arabia,SAU,"Mar 25, 2020",767,9
Saudi Arabia,SAU,"Mar 26, 2020",900,10
Saudi Arabia,SAU,"Mar 27, 2020",1012,11
Senegal,SEN,"Mar 3, 2020",1,
Senegal,SEN,"Mar 5, 2020",3,
Senegal,SEN,"Mar 6, 2020",4,
Senegal,SEN,"Mar 13, 2020",6,
Senegal,SEN,"Mar 14, 2020",19,
Senegal,SEN,"Mar 15, 2020",21,
Senegal,SEN,"Mar 16, 2020",26,
Senegal,SEN,"Mar 17, 2020",27,
Senegal,SEN,"Mar 18, 2020",31,
Senegal,SEN,"Mar 19, 2020",36,
Senegal,SEN,"Mar 20, 2020",36,
Senegal,SEN,"Mar 21, 2020",47,
Senegal,SEN,"Mar 22, 2020",56,
Senegal,SEN,"Mar 23, 2020",67,
Senegal,SEN,"Mar 24, 2020",79,
Senegal,SEN,"Mar 25, 2020",86,
Senegal,SEN,"Mar 26, 2020",99,
Senegal,SEN,"Mar 27, 2020",105,0
Serbia,SRB,"Mar 7, 2020",1,
Serbia,SRB,"Mar 11, 2020",5,
Serbia,SRB,"Mar 12, 2020",18,
Serbia,SRB,"Mar 13, 2020",24,
Serbia,SRB,"Mar 14, 2020",41,
Serbia,SRB,"Mar 15, 2020",46,
Serbia,SRB,"Mar 16, 2020",55,
Serbia,SRB,"Mar 17, 2020",57,
Serbia,SRB,"Mar 18, 2020",72,
Serbia,SRB,"Mar 19, 2020",94,
Serbia,SRB,"Mar 20, 2020",126,0
Serbia,SRB,"Mar 21, 2020",135,1
Serbia,SRB,"Mar 22, 2020",149,2
Serbia,SRB,"Mar 23, 2020",188,3
Serbia,SRB,"Mar 24, 2020",222,4
Serbia,SRB,"Mar 25, 2020",249,5
Serbia,SRB,"Mar 26, 2020",303,6
Serbia,SRB,"Mar 27, 2020",384,7
Seychelles,SYC,"Mar 15, 2020",2,
Seychelles,SYC,"Mar 16, 2020",3,
Seychelles,SYC,"Mar 17, 2020",4,
Seychelles,SYC,"Mar 18, 2020",4,
Seychelles,SYC,"Mar 19, 2020",6,
Seychelles,SYC,"Mar 20, 2020",6,
Seychelles,SYC,"Mar 21, 2020",7,
Seychelles,SYC,"Mar 22, 2020",7,
Seychelles,SYC,"Mar 23, 2020",7,
Seychelles,SYC,"Mar 24, 2020",7,
Seychelles,SYC,"Mar 25, 2020",7,
Seychelles,SYC,"Mar 26, 2020",7,
Seychelles,SYC,"Mar 27, 2020",7,
Singapore,SGP,"Dec 31, 2019",0,
Singapore,SGP,"Jan 1, 2020",0,
Singapore,SGP,"Jan 2, 2020",0,
Singapore,SGP,"Jan 3, 2020",0,
Singapore,SGP,"Jan 4, 2020",0,
Singapore,SGP,"Jan 5, 2020",0,
Singapore,SGP,"Jan 6, 2020",0,
Singapore,SGP,"Jan 7, 2020",0,
Singapore,SGP,"Jan 8, 2020",0,
Singapore,SGP,"Jan 9, 2020",0,
Singapore,SGP,"Jan 10, 2020",0,
Singapore,SGP,"Jan 11, 2020",0,
Singapore,SGP,"Jan 12, 2020",0,
Singapore,SGP,"Jan 13, 2020",0,
Singapore,SGP,"Jan 14, 2020",0,
Singapore,SGP,"Jan 15, 2020",0,
Singapore,SGP,"Jan 16, 2020",0,
Singapore,SGP,"Jan 17, 2020",0,
Singapore,SGP,"Jan 18, 2020",0,
Singapore,SGP,"Jan 19, 2020",0,
Singapore,SGP,"Jan 20, 2020",0,
Singapore,SGP,"Jan 21, 2020",0,
Singapore,SGP,"Jan 22, 2020",0,
Singapore,SGP,"Jan 23, 2020",0,
Singapore,SGP,"Jan 24, 2020",3,
Singapore,SGP,"Jan 25, 2020",3,
Singapore,SGP,"Jan 26, 2020",4,
Singapore,SGP,"Jan 27, 2020",4,
Singapore,SGP,"Jan 28, 2020",5,
Singapore,SGP,"Jan 29, 2020",7,
Singapore,SGP,"Jan 30, 2020",10,
Singapore,SGP,"Jan 31, 2020",13,
Singapore,SGP,"Feb 1, 2020",16,
Singapore,SGP,"Feb 2, 2020",18,
Singapore,SGP,"Feb 3, 2020",18,
Singapore,SGP,"Feb 4, 2020",18,
Singapore,SGP,"Feb 5, 2020",24,
Singapore,SGP,"Feb 6, 2020",28,
Singapore,SGP,"Feb 7, 2020",30,
Singapore,SGP,"Feb 8, 2020",33,
Singapore,SGP,"Feb 9, 2020",40,
Singapore,SGP,"Feb 10, 2020",43,
Singapore,SGP,"Feb 11, 2020",45,
Singapore,SGP,"Feb 12, 2020",47,
Singapore,SGP,"Feb 13, 2020",50,
Singapore,SGP,"Feb 14, 2020",58,
Singapore,SGP,"Feb 15, 2020",67,
Singapore,SGP,"Feb 16, 2020",72,
Singapore,SGP,"Feb 17, 2020",75,
Singapore,SGP,"Feb 18, 2020",77,
Singapore,SGP,"Feb 19, 2020",81,
Singapore,SGP,"Feb 20, 2020",84,
Singapore,SGP,"Feb 21, 2020",85,
Singapore,SGP,"Feb 22, 2020",86,
Singapore,SGP,"Feb 23, 2020",89,
Singapore,SGP,"Feb 24, 2020",89,
Singapore,SGP,"Feb 25, 2020",90,
Singapore,SGP,"Feb 26, 2020",91,
Singapore,SGP,"Feb 27, 2020",93,
Singapore,SGP,"Feb 28, 2020",96,
Singapore,SGP,"Feb 29, 2020",98,
Singapore,SGP,"Mar 1, 2020",102,0
Singapore,SGP,"Mar 2, 2020",106,1
Singapore,SGP,"Mar 3, 2020",108,2
Singapore,SGP,"Mar 4, 2020",110,3
Singapore,SGP,"Mar 5, 2020",112,4
Singapore,SGP,"Mar 6, 2020",117,5
Singapore,SGP,"Mar 7, 2020",130,6
Singapore,SGP,"Mar 8, 2020",138,7
Singapore,SGP,"Mar 9, 2020",150,8
Singapore,SGP,"Mar 10, 2020",160,9
Singapore,SGP,"Mar 11, 2020",166,10
Singapore,SGP,"Mar 12, 2020",178,11
Singapore,SGP,"Mar 13, 2020",187,12
Singapore,SGP,"Mar 14, 2020",200,13
Singapore,SGP,"Mar 15, 2020",214,14
Singapore,SGP,"Mar 16, 2020",226,15
Singapore,SGP,"Mar 17, 2020",243,16
Singapore,SGP,"Mar 18, 2020",266,17
Singapore,SGP,"Mar 19, 2020",313,18
Singapore,SGP,"Mar 20, 2020",345,19
Singapore,SGP,"Mar 21, 2020",385,20
Singapore,SGP,"Mar 22, 2020",432,21
Singapore,SGP,"Mar 23, 2020",455,22
Singapore,SGP,"Mar 24, 2020",509,23
Singapore,SGP,"Mar 25, 2020",558,24
Singapore,SGP,"Mar 26, 2020",568,25
Singapore,SGP,"Mar 27, 2020",594,26
Sint Maarten (Dutch part),SXM,"Mar 3, 2020",1,
Sint Maarten (Dutch part),SXM,"Mar 26, 2020",2,
Sint Maarten (Dutch part),SXM,"Mar 27, 2020",2,
Slovakia,SVK,"Mar 7, 2020",1,
Slovakia,SVK,"Mar 8, 2020",3,
Slovakia,SVK,"Mar 9, 2020",5,
Slovakia,SVK,"Mar 11, 2020",7,
Slovakia,SVK,"Mar 12, 2020",10,
Slovakia,SVK,"Mar 13, 2020",21,
Slovakia,SVK,"Mar 14, 2020",30,
Slovakia,SVK,"Mar 15, 2020",44,
Slovakia,SVK,"Mar 16, 2020",61,
Slovakia,SVK,"Mar 17, 2020",84,
Slovakia,SVK,"Mar 18, 2020",97,
Slovakia,SVK,"Mar 19, 2020",107,0
Slovakia,SVK,"Mar 20, 2020",123,1
Slovakia,SVK,"Mar 21, 2020",137,2
Slovakia,SVK,"Mar 22, 2020",178,3
Slovakia,SVK,"Mar 23, 2020",185,4
Slovakia,SVK,"Mar 24, 2020",191,5
Slovakia,SVK,"Mar 25, 2020",204,6
Slovakia,SVK,"Mar 26, 2020",216,7
Slovakia,SVK,"Mar 27, 2020",226,8
Slovenia,SVN,"Mar 5, 2020",1,
Slovenia,SVN,"Mar 6, 2020",6,
Slovenia,SVN,"Mar 7, 2020",9,
Slovenia,SVN,"Mar 8, 2020",12,
Slovenia,SVN,"Mar 9, 2020",16,
Slovenia,SVN,"Mar 11, 2020",31,
Slovenia,SVN,"Mar 12, 2020",57,
Slovenia,SVN,"Mar 13, 2020",96,
Slovenia,SVN,"Mar 14, 2020",141,0
Slovenia,SVN,"Mar 15, 2020",181,1
Slovenia,SVN,"Mar 16, 2020",219,2
Slovenia,SVN,"Mar 17, 2020",253,3
Slovenia,SVN,"Mar 18, 2020",275,4
Slovenia,SVN,"Mar 19, 2020",286,5
Slovenia,SVN,"Mar 20, 2020",319,6
Slovenia,SVN,"Mar 21, 2020",341,7
Slovenia,SVN,"Mar 22, 2020",383,8
Slovenia,SVN,"Mar 23, 2020",414,9
Slovenia,SVN,"Mar 24, 2020",442,10
Slovenia,SVN,"Mar 25, 2020",480,11
Slovenia,SVN,"Mar 26, 2020",528,12
Slovenia,SVN,"Mar 27, 2020",577,13
Somalia,SOM,"Mar 17, 2020",1,
Somalia,SOM,"Mar 18, 2020",1,
Somalia,SOM,"Mar 19, 2020",1,
Somalia,SOM,"Mar 20, 2020",1,
Somalia,SOM,"Mar 21, 2020",1,
Somalia,SOM,"Mar 22, 2020",1,
Somalia,SOM,"Mar 23, 2020",1,
Somalia,SOM,"Mar 24, 2020",1,
Somalia,SOM,"Mar 25, 2020",1,
Somalia,SOM,"Mar 26, 2020",1,
Somalia,SOM,"Mar 27, 2020",2,
South Africa,ZAF,"Mar 6, 2020",1,
South Africa,ZAF,"Mar 8, 2020",2,
South Africa,ZAF,"Mar 9, 2020",3,
South Africa,ZAF,"Mar 10, 2020",7,
South Africa,ZAF,"Mar 12, 2020",13,
South Africa,ZAF,"Mar 13, 2020",17,
South Africa,ZAF,"Mar 14, 2020",24,
South Africa,ZAF,"Mar 15, 2020",24,
South Africa,ZAF,"Mar 16, 2020",51,
South Africa,ZAF,"Mar 17, 2020",62,
South Africa,ZAF,"Mar 18, 2020",85,
South Africa,ZAF,"Mar 19, 2020",116,0
South Africa,ZAF,"Mar 20, 2020",150,1
South Africa,ZAF,"Mar 21, 2020",205,2
South Africa,ZAF,"Mar 22, 2020",240,3
South Africa,ZAF,"Mar 23, 2020",274,4
South Africa,ZAF,"Mar 24, 2020",402,5
South Africa,ZAF,"Mar 25, 2020",557,6
South Africa,ZAF,"Mar 26, 2020",709,7
South Africa,ZAF,"Mar 27, 2020",927,8
South Korea,KOR,"Dec 31, 2019",0,
South Korea,KOR,"Jan 1, 2020",0,
South Korea,KOR,"Jan 2, 2020",0,
South Korea,KOR,"Jan 3, 2020",0,
South Korea,KOR,"Jan 4, 2020",0,
South Korea,KOR,"Jan 5, 2020",0,
South Korea,KOR,"Jan 6, 2020",0,
South Korea,KOR,"Jan 7, 2020",0,
South Korea,KOR,"Jan 8, 2020",0,
South Korea,KOR,"Jan 9, 2020",0,
South Korea,KOR,"Jan 10, 2020",0,
South Korea,KOR,"Jan 11, 2020",0,
South Korea,KOR,"Jan 12, 2020",0,
South Korea,KOR,"Jan 13, 2020",0,
South Korea,KOR,"Jan 14, 2020",0,
South Korea,KOR,"Jan 15, 2020",0,
South Korea,KOR,"Jan 16, 2020",0,
South Korea,KOR,"Jan 17, 2020",0,
South Korea,KOR,"Jan 18, 2020",0,
South Korea,KOR,"Jan 19, 2020",0,
South Korea,KOR,"Jan 20, 2020",1,
South Korea,KOR,"Jan 21, 2020",1,
South Korea,KOR,"Jan 22, 2020",1,
South Korea,KOR,"Jan 23, 2020",1,
South Korea,KOR,"Jan 24, 2020",2,
South Korea,KOR,"Jan 25, 2020",2,
South Korea,KOR,"Jan 26, 2020",3,
South Korea,KOR,"Jan 27, 2020",4,
South Korea,KOR,"Jan 28, 2020",4,
South Korea,KOR,"Jan 29, 2020",4,
South Korea,KOR,"Jan 30, 2020",4,
South Korea,KOR,"Jan 31, 2020",7,
South Korea,KOR,"Feb 1, 2020",12,
South Korea,KOR,"Feb 2, 2020",15,
South Korea,KOR,"Feb 3, 2020",15,
South Korea,KOR,"Feb 4, 2020",16,
South Korea,KOR,"Feb 5, 2020",18,
South Korea,KOR,"Feb 6, 2020",23,
South Korea,KOR,"Feb 7, 2020",24,
South Korea,KOR,"Feb 8, 2020",24,
South Korea,KOR,"Feb 9, 2020",25,
South Korea,KOR,"Feb 10, 2020",27,
South Korea,KOR,"Feb 11, 2020",28,
South Korea,KOR,"Feb 12, 2020",28,
South Korea,KOR,"Feb 13, 2020",28,
South Korea,KOR,"Feb 14, 2020",28,
South Korea,KOR,"Feb 15, 2020",28,
South Korea,KOR,"Feb 16, 2020",29,
South Korea,KOR,"Feb 17, 2020",30,
South Korea,KOR,"Feb 18, 2020",31,
South Korea,KOR,"Feb 19, 2020",46,
South Korea,KOR,"Feb 20, 2020",80,
South Korea,KOR,"Feb 21, 2020",155,0
South Korea,KOR,"Feb 22, 2020",345,1
South Korea,KOR,"Feb 23, 2020",601,2
South Korea,KOR,"Feb 24, 2020",762,3
South Korea,KOR,"Feb 25, 2020",892,4
South Korea,KOR,"Feb 26, 2020",1146,5
South Korea,KOR,"Feb 27, 2020",1595,6
South Korea,KOR,"Feb 28, 2020",2022,7
South Korea,KOR,"Feb 29, 2020",2931,8
South Korea,KOR,"Mar 1, 2020",3526,9
South Korea,KOR,"Mar 2, 2020",4212,10
South Korea,KOR,"Mar 3, 2020",4812,11
South Korea,KOR,"Mar 4, 2020",5328,12
South Korea,KOR,"Mar 5, 2020",5766,13
South Korea,KOR,"Mar 6, 2020",6284,14
South Korea,KOR,"Mar 7, 2020",6767,15
South Korea,KOR,"Mar 8, 2020",7134,16
South Korea,KOR,"Mar 9, 2020",7382,17
South Korea,KOR,"Mar 10, 2020",7513,18
South Korea,KOR,"Mar 11, 2020",7755,19
South Korea,KOR,"Mar 12, 2020",7869,20
South Korea,KOR,"Mar 13, 2020",7979,21
South Korea,KOR,"Mar 14, 2020",8086,22
South Korea,KOR,"Mar 15, 2020",8162,23
South Korea,KOR,"Mar 16, 2020",8236,24
South Korea,KOR,"Mar 17, 2020",8320,25
South Korea,KOR,"Mar 18, 2020",8413,26
South Korea,KOR,"Mar 19, 2020",8565,27
South Korea,KOR,"Mar 20, 2020",8652,28
South Korea,KOR,"Mar 21, 2020",8799,29
South Korea,KOR,"Mar 22, 2020",8897,30
South Korea,KOR,"Mar 23, 2020",8961,31
South Korea,KOR,"Mar 24, 2020",9037,32
South Korea,KOR,"Mar 25, 2020",9137,33
South Korea,KOR,"Mar 26, 2020",9241,34
South Korea,KOR,"Mar 27, 2020",9332,35
Spain,ESP,"Dec 31, 2019",0,
Spain,ESP,"Jan 1, 2020",0,
Spain,ESP,"Jan 2, 2020",0,
Spain,ESP,"Jan 3, 2020",0,
Spain,ESP,"Jan 4, 2020",0,
Spain,ESP,"Jan 5, 2020",0,
Spain,ESP,"Jan 6, 2020",0,
Spain,ESP,"Jan 7, 2020",0,
Spain,ESP,"Jan 8, 2020",0,
Spain,ESP,"Jan 9, 2020",0,
Spain,ESP,"Jan 10, 2020",0,
Spain,ESP,"Jan 11, 2020",0,
Spain,ESP,"Jan 12, 2020",0,
Spain,ESP,"Jan 13, 2020",0,
Spain,ESP,"Jan 14, 2020",0,
Spain,ESP,"Jan 15, 2020",0,
Spain,ESP,"Jan 16, 2020",0,
Spain,ESP,"Jan 17, 2020",0,
Spain,ESP,"Jan 18, 2020",0,
Spain,ESP,"Jan 19, 2020",0,
Spain,ESP,"Jan 20, 2020",0,
Spain,ESP,"Jan 21, 2020",0,
Spain,ESP,"Jan 22, 2020",0,
Spain,ESP,"Jan 23, 2020",0,
Spain,ESP,"Jan 24, 2020",0,
Spain,ESP,"Jan 25, 2020",0,
Spain,ESP,"Jan 26, 2020",0,
Spain,ESP,"Jan 27, 2020",0,
Spain,ESP,"Jan 28, 2020",0,
Spain,ESP,"Jan 29, 2020",0,
Spain,ESP,"Jan 30, 2020",0,
Spain,ESP,"Jan 31, 2020",0,
Spain,ESP,"Feb 1, 2020",1,
Spain,ESP,"Feb 2, 2020",1,
Spain,ESP,"Feb 3, 2020",1,
Spain,ESP,"Feb 4, 2020",1,
Spain,ESP,"Feb 5, 2020",1,
Spain,ESP,"Feb 6, 2020",1,
Spain,ESP,"Feb 7, 2020",1,
Spain,ESP,"Feb 8, 2020",1,
Spain,ESP,"Feb 9, 2020",1,
Spain,ESP,"Feb 10, 2020",2,
Spain,ESP,"Feb 11, 2020",2,
Spain,ESP,"Feb 12, 2020",2,
Spain,ESP,"Feb 13, 2020",2,
Spain,ESP,"Feb 14, 2020",2,
Spain,ESP,"Feb 15, 2020",2,
Spain,ESP,"Feb 16, 2020",2,
Spain,ESP,"Feb 17, 2020",2,
Spain,ESP,"Feb 18, 2020",2,
Spain,ESP,"Feb 19, 2020",2,
Spain,ESP,"Feb 20, 2020",2,
Spain,ESP,"Feb 21, 2020",2,
Spain,ESP,"Feb 22, 2020",2,
Spain,ESP,"Feb 23, 2020",2,
Spain,ESP,"Feb 24, 2020",2,
Spain,ESP,"Feb 25, 2020",3,
Spain,ESP,"Feb 26, 2020",7,
Spain,ESP,"Feb 27, 2020",12,
Spain,ESP,"Feb 28, 2020",25,
Spain,ESP,"Feb 29, 2020",34,
Spain,ESP,"Mar 1, 2020",66,
Spain,ESP,"Mar 2, 2020",83,
Spain,ESP,"Mar 3, 2020",114,0
Spain,ESP,"Mar 4, 2020",151,1
Spain,ESP,"Mar 5, 2020",200,2
Spain,ESP,"Mar 6, 2020",261,3
Spain,ESP,"Mar 7, 2020",374,4
Spain,ESP,"Mar 8, 2020",430,5
Spain,ESP,"Mar 9, 2020",589,6
Spain,ESP,"Mar 10, 2020",1204,7
Spain,ESP,"Mar 11, 2020",1639,8
Spain,ESP,"Mar 12, 2020",2140,9
Spain,ESP,"Mar 13, 2020",3004,10
Spain,ESP,"Mar 14, 2020",4231,11
Spain,ESP,"Mar 15, 2020",5753,12
Spain,ESP,"Mar 16, 2020",7753,13
Spain,ESP,"Mar 17, 2020",9191,14
Spain,ESP,"Mar 18, 2020",11178,15
Spain,ESP,"Mar 19, 2020",13716,16
Spain,ESP,"Mar 20, 2020",17147,17
Spain,ESP,"Mar 21, 2020",19980,18
Spain,ESP,"Mar 22, 2020",24926,19
Spain,ESP,"Mar 23, 2020",28572,20
Spain,ESP,"Mar 24, 2020",33089,21
Spain,ESP,"Mar 25, 2020",39673,22
Spain,ESP,"Mar 26, 2020",47610,23
Spain,ESP,"Mar 27, 2020",56188,24
Sri Lanka,LKA,"Dec 31, 2019",0,
Sri Lanka,LKA,"Jan 1, 2020",0,
Sri Lanka,LKA,"Jan 2, 2020",0,
Sri Lanka,LKA,"Jan 3, 2020",0,
Sri Lanka,LKA,"Jan 4, 2020",0,
Sri Lanka,LKA,"Jan 5, 2020",0,
Sri Lanka,LKA,"Jan 6, 2020",0,
Sri Lanka,LKA,"Jan 7, 2020",0,
Sri Lanka,LKA,"Jan 8, 2020",0,
Sri Lanka,LKA,"Jan 9, 2020",0,
Sri Lanka,LKA,"Jan 10, 2020",0,
Sri Lanka,LKA,"Jan 11, 2020",0,
Sri Lanka,LKA,"Jan 12, 2020",0,
Sri Lanka,LKA,"Jan 13, 2020",0,
Sri Lanka,LKA,"Jan 14, 2020",0,
Sri Lanka,LKA,"Jan 15, 2020",0,
Sri Lanka,LKA,"Jan 16, 2020",0,
Sri Lanka,LKA,"Jan 17, 2020",0,
Sri Lanka,LKA,"Jan 18, 2020",0,
Sri Lanka,LKA,"Jan 19, 2020",0,
Sri Lanka,LKA,"Jan 20, 2020",0,
Sri Lanka,LKA,"Jan 21, 2020",0,
Sri Lanka,LKA,"Jan 22, 2020",0,
Sri Lanka,LKA,"Jan 23, 2020",0,
Sri Lanka,LKA,"Jan 24, 2020",0,
Sri Lanka,LKA,"Jan 25, 2020",0,
Sri Lanka,LKA,"Jan 26, 2020",0,
Sri Lanka,LKA,"Jan 27, 2020",0,
Sri Lanka,LKA,"Jan 28, 2020",1,
Sri Lanka,LKA,"Jan 29, 2020",1,
Sri Lanka,LKA,"Jan 30, 2020",1,
Sri Lanka,LKA,"Jan 31, 2020",1,
Sri Lanka,LKA,"Feb 1, 2020",1,
Sri Lanka,LKA,"Feb 2, 2020",1,
Sri Lanka,LKA,"Feb 3, 2020",1,
Sri Lanka,LKA,"Feb 4, 2020",1,
Sri Lanka,LKA,"Feb 5, 2020",1,
Sri Lanka,LKA,"Feb 6, 2020",1,
Sri Lanka,LKA,"Feb 7, 2020",1,
Sri Lanka,LKA,"Feb 8, 2020",1,
Sri Lanka,LKA,"Feb 9, 2020",1,
Sri Lanka,LKA,"Feb 10, 2020",1,
Sri Lanka,LKA,"Feb 11, 2020",1,
Sri Lanka,LKA,"Feb 12, 2020",1,
Sri Lanka,LKA,"Feb 13, 2020",1,
Sri Lanka,LKA,"Feb 14, 2020",1,
Sri Lanka,LKA,"Feb 15, 2020",1,
Sri Lanka,LKA,"Feb 16, 2020",1,
Sri Lanka,LKA,"Feb 17, 2020",1,
Sri Lanka,LKA,"Feb 18, 2020",1,
Sri Lanka,LKA,"Feb 19, 2020",1,
Sri Lanka,LKA,"Feb 20, 2020",1,
Sri Lanka,LKA,"Feb 21, 2020",1,
Sri Lanka,LKA,"Feb 22, 2020",1,
Sri Lanka,LKA,"Feb 23, 2020",1,
Sri Lanka,LKA,"Feb 24, 2020",1,
Sri Lanka,LKA,"Feb 25, 2020",1,
Sri Lanka,LKA,"Feb 26, 2020",1,
Sri Lanka,LKA,"Feb 27, 2020",1,
Sri Lanka,LKA,"Feb 28, 2020",1,
Sri Lanka,LKA,"Feb 29, 2020",1,
Sri Lanka,LKA,"Mar 1, 2020",1,
Sri Lanka,LKA,"Mar 2, 2020",1,
Sri Lanka,LKA,"Mar 12, 2020",2,
Sri Lanka,LKA,"Mar 13, 2020",3,
Sri Lanka,LKA,"Mar 14, 2020",6,
Sri Lanka,LKA,"Mar 15, 2020",11,
Sri Lanka,LKA,"Mar 16, 2020",19,
Sri Lanka,LKA,"Mar 17, 2020",29,
Sri Lanka,LKA,"Mar 18, 2020",42,
Sri Lanka,LKA,"Mar 19, 2020",42,
Sri Lanka,LKA,"Mar 20, 2020",53,
